state,homeStatus,bedrooms,bathrooms,price,yearBuilt,lotSize,propertyTaxRate,description,propertyTypeDimension
SD,FOR_SALE,2.0,2.0,360500,2022,,1.17,"Come & enjoy all of the wonderful features in this new Twin Home in construction at The Veranda in Volga. Zero step entry,ML laundry, LR tray ceiling, tile shower, custom window revisions, covered patio & front load insulated, sheet rocked, textured & painted garage. This home is nearing completion, and ready for you to move in. See documents for floor plan, option list and restrictive covenants. Pricing is on a case by case basis, subject to change due to price changes of materials. Call for more information!",Multi Family
SD,FOR_SALE,2.0,2.0,331900,2024,,1.06,"The 41 Ellis Development will feature single family, twin and townhome options within the highly desired southwest side of Sioux Falls. Located close to public school systems as well as fitness facilities, restaurants and several grocery store options, the homes within the future 41 Ellis neighborhood are conveniently place but still offer a quiet and private feel. 
Town Homes include HOA with a monthly fee of $115. HOA includes Lawn Care, Snow Removal, and Garbage Service.",Multi Family
SD,FOR_SALE,2.0,2.0,323200,2024,,1.1,"This booming development is close to all of the best features available in southeast Sioux Falls. Harvest Creek offers a private neighborhood setting without losing access to roadways that make traveling around and out of town easy.

This development provides a variety of housing options including single family, twin and townhomes.

Townhomes include HOA with a monthly fee of $110. HOA includes Lawn Care, Snow Removal, and Garbage Service.",Multi Family
SD,FOR_SALE,3.0,2.0,398000,2024,,1.1,"One level living twin home. 3 bedrooms, 2 baths, 4- season room and 3 car garage.",Multi Family
SD,FOR_SALE,3.0,2.0,395900,2018,5662.0,1.11,"Charming and Immaculate Twinhome - A Must-See!

Step into this beautifully maintained twinhome that combines comfort, functionality, and style. The spacious open kitchen boasts a large island, custom cabinetry, and plenty of space for cooking and entertaining. With 3 inviting bedrooms, 2 full bathrooms, and a screened-in porch perfect for relaxing or hosting, this home offers a serene retreat.

You'll also love the practicality of the floored-in garage attic, complete with built-in ladder access, providing abundant storage. Nestled in a location that blends a peaceful, country feel with convenient access to town, this property truly has it all.

Don't miss the chance to call this exceptional home your own!",Multi Family
SD,FOR_SALE,3.0,2.0,345900,2024,,1.06,"The 41 Ellis Development will feature single family, twin and townhome options within the highly desired southwest side of Sioux Falls. Located close to public school systems as well as fitness facilities, restaurants and several grocery store options, the homes within the future 41 Ellis neighborhood are conveniently place but still offer a quiet and private feel. 
Town Homes include HOA with a monthly fee of $115. HOA includes Lawn Care, Snow Removal, and Garbage Service.",Multi Family
FL,FOR_SALE,3.0,2.0,351900,2025,10193.0,0.72,"Under Construction. As one of our newer floor plans, the Graham is already popular with those looking to downsize. Offering three bedrooms and two baths in 1,336 square feet of living space, this home design is highlighted by vaulted ceilings, a large two-car garage, and a spacious kitchen with pantry, island breakfast bar, and adjacent dining room. The owner's suite is tucked away from the rest of the rooms to provide a quiet, serene respite from everyday life. Large covered lanai and fenced yard with irrigation.",Single Family
TN,FOR_SALE,8.0,6.0,524900,2024,,0.53,"Rare Affordable New Construction Duplex. Built close to Ft Campbell, Downtown Clarksville, New Event Center and Ft Defiance Park. Duplex BUY and LIVE on one side RENT to other. Featuring one bedroom on main floor with 3 upstairs. LVP flooring in common areas, carpet on stairs and bedrooms. Outside Deck you will enjoy the tranquil park-like lawn open for outdoor sports and activities lined with mature trees. The perfect investment for cash flow, a 1031 exchange Call for appointment.",Multi Family
TN,FOR_SALE,,,895000,2021,,0.92,This newer triplex consists of 3 large 2 bedroom 2 bath units with lots of modern amenities including modern kitchens and washers and dryers and balconies. The scheduled monthly income is 6300 per monthl. Drive by only Please do not disturb residents.,Multi Family
TN,FOR_SALE,2.0,2.0,405000,2024,13070.0,0.49,"Discover comfortable living in this charming 3 bedroom, 2 bath condo. Perfect for those looking to downsize, this one level condo offers easy access and includes handicap-accessible features, ensuring comfort and convenience for all phases of life. This home features an open floor plan, hardwood flooring and tile throughout, quartz countertops, stainless appliances, natural gas heating and fireplace, and a tankless water heater. Attached 2 car garage. Situated close to the heart of historic Jonesborough, this property offers the perfect balance of tranquility and accessibility. Essentials are just a short distance with Food City 1 mile and Lincoln Park 1.5 miles away. Whether you're settling down for retirement or simply seeking a peaceful, maintenance free living environment, this property promises to be a place you'll love to call home. Buyer or buyer's agent to verify all info. Taxes not assessed yet. Estimated completion date is Sept. 2024. $250 transfer fee.",Multi Family
TN,FOR_SALE,12.0,12.0,1650000,2024,7840.0,0.41000000000000003,"Turnkey STR Opportunity: Two of the townhouses are already staged for short-term rentals, and initial demand has been overwhelming.

Flexibility: Ideal for rental income, student housing, or as luxurious urban residences.

High-End Appeal: Upscale finishes, spacious layouts, and prime location create strong rental and resale value.",Multi Family
TN,FOR_SALE,,0.0,995000,2023,10890.0,0.49,"Investors Take Note! This stunning 2023 Quad in Cleveland's vibrant new Arbor Hills community is a golden opportunity! Experience the ultimate blend of elegance and convenience with these newer, luxurious 3-bedroom, 2.5-bath townhomes. Each unit features a spacious two-car garage, a main level with high-end finishes, 9-foot ceilings, and an open layout perfect for modern living. The kitchen boasts granite countertops and a stainless steel appliances creating a sophisticated ambiance as soon as you enter. The main level also includes a large living area and a convenient half bath, while the upstairs offers a master suite with a 60' shower, two additional bedrooms, a full bath with tub/shower combo, and an upstairs laundry center. These townhomes offer Craftsman-style exteriors and are designed for comfort, style, and easy living. Situated within walking distance of local grocery stores, dining, and shopping, Arbor Hills is also ideally located for commuting to major employers like Whirlpool/Maytag, Coca-Cola, Amazon Cleveland, Amazon Chattanooga, and VW Chattanooga Assembly. This is your chance to invest in a property that combines luxurious finishes with unbeatable convenience—perfect for renters or as a valuable addition to your investment portfolio. Don't miss out!",Multi Family
TN,FOR_SALE,8.0,8.0,1445000,2024,7500.0,0.5700000000000001,"OWNER OCCUPIED SHORT-TERM RENTAL POTENTIAL! (OO STR, Airbnb, VRBO, OOSTR) Brand New Quality built homes! Sale includes both A&B Units! Each unit features 10-foot ceilings, rich hardwood floors throughout (no carpets), Quartz island kitchen with upscale stainless appliances! Large great room has cozy Fireplace w/ gas logs. deluxe wood build-out closets and pantry. Bedroom or office down, the large primary bedroom features quartz & Tile master bath suite, and a gorgeous 19x10 covered balcony! 4 Bedrooms 4 full baths 3 with private baths! Large bonus room up. Large laundry room w/ granite top sink, upper and lower cabinets 2, 2-car attached ally access garages and parking, fenced yard! live in one property and short-term rent the other, giving it the same effect as a Non-Owner Occupied Short Term Rental (NOO STR)! (Airbnb, VRBO, STRP)",Multi Family
TN,FOR_SALE,2.0,2.0,599000,2024,,0.27,"MOTIVATED SELLER!  Back on the market, no fault of the seller.  Secluded property on Happy Hollow Lane in Sevierville.  This duplex home is a perfect investment for a short term rental.  It sits on 4 private acres, is fully furnished and ready to rent.  Not pictured, but includes a 5-person hot tub on each deck.  Each unit includes a King size bed and a Queen size pull out couch.  No HOA! Appraisal on file for $650k.   Projected overnight rental income of $80k+!  Come and explore all of the beauty and privacy this home has to offer!",Multi Family
TN,FOR_SALE,6.0,4.0,425000,2024,16988.0,0.55,"New Duplex for sale, Central location, Downtown, newly developed area, walking distance from the shops, restaurants, bars, parks, gym and wellness center. 
3beds/2 baths each side, Comparable Rents Starting at $1800  a side, Perfectly Priced! For more info, give Mari a Call!",Multi Family
TN,FOR_SALE,6.0,4.0,349900,2023,9565.0,0.6000000000000001,"INVESTMENT OPPORTUNITY!  INVESTMENT OPPORTUNITY! 3BR/2BA duplex located in Winchester, TN, near downtown area,  includes 300/302 8th ave, each side 1122 sq, LVP flooring, 2 story/2 unit, stainless microwave/stove, individual  laundry each side, new fixtures, new windows, city sewer.",Multi Family
TN,FOR_SALE,,0.0,4200000,2023,21465.0,0.68,"Prime Investment Opportunity: Modern 19 Unit Complex with High Growth Potential

Newly constructed 19 unit Multi-Family complex spanning a total of 4.23 acres, offers an exceptional investment opportunity with a solid cap rate. The complex includes six buildings with three townhouse-style units each, plus a .54-acre lot featuring a single-family house with 2,382 square feet with 4 bedrooms and 3 baths, bringing versatility to your investment portfolio.

The triplexes, built in 2023, feature two-story townhouse layouts, 2-bedroom units with 1.5 baths, granite countertops, stainless steel appliances, NuCore LVP flooring, knock-down walls for durability, private decks, a full laundry closets on the main floor, keyless entry, and 2 parking spaces per unit. Each unit is individually metered, with renters responsible for their own utilities, making them efficient and low-maintenance.

The split-level home spans 2,382 square feet, currently offering additional rental income and could possibly provide room for development or expansion for future triplexes. 

Additionally, the complex includes an income-generating billboard leased to Lamar Advertising on an annual contract, up for renegotiation in 2025, providing an added revenue stream.


Occupancy rates have remained consistently strong, averaging 95-100%. Renters are responsible for their own utilities, reducing ongoing costs for the property owner.   With room for further development, and an impressive cap rate, the property is a turnkey asset with substantial growth potential.

Strategically located just 5 minutes to Interstate 40, this property offers convenient access to shopping, dining, and other essentials, making it highly attractive to renters. Don't miss the chance to add this high-performing, low-maintenance asset to your portfolio.",Multi Family
TN,FOR_SALE,9.0,6.0,650000,2025,23522.0,0.53,"Incredible opportunity to own a stunning new construction 3-bedroom, 2.5-bathroom triplex! Perfect for investors seeking a high-potential addition to their portfolio or homebuyers looking for a flexible living arrangement. Conveniently located near APSU, Ft. Campbell, downtown Clarksville, and Trice Landing Boat Ramp & Park. (Sample images and video are from a similar project at 156 Excell Rd. Tours available with an acceptable offer. Construction to begin once all four buildings are under contract as presales.)",Multi Family
TN,FOR_SALE,,0.0,479999,2024,21440.0,0.58,"Welcome to an exclusive opportunity in Greenfield, TN! These three stunning townhouses present an exceptional investment for discerning buyers. These townhouses provide buyers with flexibility and scalability to suit their investment goals.",Multi Family
TN,FOR_SALE,15.0,9.0,1400000,2016,,0.41000000000000003,"Discover a prime commercial opportunity with this mobile home park situated on 5.58 acres, featuring five well-maintained mobile homes. With a remarkable average daily traffic count of 14,526, this property boasts high visibility and accessibility, making it an attractive investment.
Neighboring Mobile Home Park Also Available Located At 1951 Old Callahan See MLS #1281422
Conveniently located just 22 minutes from McGhee Tyson Airport and only 4 miles from I-75, this site offers excellent connectivity to major thoroughfares. It is also within 3 miles of Clinton Hwy/25W, enhancing its appeal for both residents and potential business ventures.

The property is divided into two parcels: Parcel One encompasses 3.3 acres, while Parcel Two covers 2.28 acres. The mobile home park includes: Information provided by Seller.

2013 Doublewide: 1,080 sq ft
1996 Singlewide: 952 sq ft
1989 Doublewide: 1,539 sq ft
2016 Doublewide: 1,568 sq ft
2016 Doublewide: 1,568 sq ft
This property represents a unique investment opportunity in a growing area, perfect for those looking to expand their portfolio in the commercial/mobile home park market. This listing is for Tax ID # 067  237 and 067  23801. Sq footage for trailers taken by owner and to be verified by buyer . Rights to the cell phone tower on property have been sold.",Multi Family
TN,FOR_SALE,8.0,8.0,3500000,2024,,0.6000000000000001,"Preliminary plat 12 DUPLEX BUILDINGS OR 24 TOTAL UNITS SUBDIVISION, SELLING AS A WHOLE PROJECT,  property for sale in Decherd,  Tennessee near the Nissan Manufacturing plant, property is for sale with current plat layout, turn key property, each unit 1000 sq ft or 2000 total each bldg, 2BR/2BA stainless Whirlpool stove/microwave, custom cabinets in each unit, LVP flooring throughout, patio, LR,  and more.....",Multi Family
TN,FOR_SALE,,,995000,2020,,0.92,"This newer 4 plex consists of all large 2 bedroom 2 bath units with lots of modern amenities, including washers and dryers and modern kitchens . The scheduled monthly income is 7200 per month.  Drive by only.  Please do not disturb residents.",Multi Family
TN,FOR_SALE,,0.0,368000,2023,11325.0,0.4,"If you're seeking a smart investment or a hassle-free source of passive income, look no further. This well-maintained duplex presents an excellent opportunity with both units currently occupied and under existing rental agreements. Each unit within this duplex offers 2 bedrooms and 1.5 bathrooms, providing comfortable and spacious living for tenants. These well-designed layouts ensure tenant satisfaction and long-term occupancy. Located in a desirable area with easy access to essential amenities and transportation options. Don't miss out on this chance to secure a reliable source of passive income",Multi Family
TN,FOR_SALE,6.0,4.0,491000,2024,,0.53,"BACK ON MARKET! BUYER FINANCING FELL THROUGH! SELLER OFFERING UP TO $28,000 TOWARDS BUYER EXPENSES! USE THIS CHANCE TO BUY DOWN YOUR RATE! BRAND NEW DUPLEX! Great for seasoned investors or anyone trying to get started! HOUSE HACK this property if you are new to the investment world and watch how you can build a portfolio while maintaining your residence at the same time! Estimated rent for both units is $1,495! THESE CAN BE BOUGHT WITH YOUR VA LOAN!",Multi Family
TN,FOR_SALE,9.0,7.0,659000,2020,,0.42,Great Investment Property For Sale! Triplex Unit Built 2020! All Hardwood Floors! Please do not disturb tenants.,Multi Family
TN,FOR_SALE,8.0,4.0,637500,2024,,0.53,,Multi Family
TN,FOR_SALE,6.0,4.0,379900,2023,14500.0,0.49,"Professional Pics coming soon!!  This 3 bedroom, 2 bathroom duplex is the perfect option for anyone seeking an ideal balance of convenience and comfort. It boasts one-level tile floors, modern kitchen cabinetry with stove, microwave, and tile backsplash, and even a private, landscaped backyard! Enjoy the easy-breezy lifestyle with concrete parking in the front and a back patio perfect for outdoor dining and entertaining. Just a few blocks away from the historic downtown square in Fayetteville. You won't want to miss out on this special opportunity. 2 unit investment property.",Multi Family
TN,FOR_SALE,4.0,2.0,379000,2022,19200.0,0.58,"Duplex less than 2 Years old. 480 & 482 Darnell Mealer Rd. Each unit contains 2 Bedrooms 1 Bath, Living Rm, Eat-in Kitchen, Laundry Rm, Laminate Flooring through-out Both units have Cement Patio in back. Partially fenced. Rent one side live in the other or rent both.",Multi Family
TN,FOR_SALE,9.0,6.0,515000,2024,,0.6000000000000001,"Attention Investors!  New construction 3BR/2BA tri plex located near downtown Winchester, includes 212, 214, 216 8th ave sw, rents tbd, stainless appliances Whirlpool (stove/microwave), custom cabinets, one bedroom downstairs, two bedrooms upstairs, close to shopping, restaurants and Tims Ford Lake, rents tbd by new owner",Multi Family
TN,FOR_SALE,,0.0,368000,2023,2734.0,0.4,"If you're seeking a smart investment or a hassle-free source of passive income, look no further. This well-maintained duplex presents an excellent opportunity with both units currently occupied and under existing rental agreements. Each unit within this duplex offers 2 bedrooms and 1.5 bathrooms, providing comfortable and spacious living for tenants. These well-designed layouts ensure tenant satisfaction and long-term occupancy. Located in a desirable area with easy access to essential amenities and transportation options. Don't miss out on this chance to secure a reliable source of passive income",Multi Family
TN,FOR_SALE,,0.0,1800000,2017,17859.0,0.61,"This is a one of a kind investment opportunity fusing unique top tear new construction and established existing tenants. There are multiple floors of opportunity both with access to a large parking area. Main level is currently a high end salon that thrives with the new pristine ombiance . Open spaces on the main floor can be used in many ways as the zoning here allows for several combinations of commercial usage. The Second floor boast 3 units and an office area. There are currently 2 permitted short term rentals being operated with the 3rd unit open for discussion. The second floor also has an office area for the building owner, or addtional rental possibility. There is a lot of new development in this specific section or North Chattanooga. This building is walking distance from the heart of North Chattanooga. Dream big as an owner could build out or use the upper units for residential, long term or its current short term rental usage. The quaility of the construction and new multi-use features complete with a parking area ontop of street walking and parking opportunities make this a perfect building for someone looking to move their private practice, or retail / office location. The building could boast a great show room for all types of businesses but provide some steady income to someone looking to slow the transition. Class A Retail/Office/Residential",Multi Family
TN,FOR_SALE,24.0,12.0,0,2024,133293.0,0.53,"Selling on Ten-X: How the CRE Auction works, Technological advancements have transformed the CRE auction industry, benefiting brokers, sellers, and buyers alike. The days of lengthy, uncertain transactions with heightened chances of contingencies are in the past, with the speed and certainty of online auctions driving us toward the future. #1 digital CRE auction platform, Online CRE Auction Held online from Dec 16 - Dec 18, 2024 - https://www.ten-x.com/listing/1655-evans-rd-clarksville-tn-37042/33394937/",Multi Family
TN,FOR_SALE,,0.0,499000,2020,81892.0,0.62,"Buyer can move into one of the units with a 30-day notice!! Live in one unit and have two occupied rentals making income. Watch the video tour at https://vimeo.com/963738689 and see for yourself the potential of this property. $49,800 Gross Income/Yr. $35,700 Net Operating Income. 3-Unit 5,100 sq ft MF with Creekside RV Park Approved Plans for Future Income Stream. Situated on 1.9 acres of opportunity! With many possibilities, this property has been recently renovated with 3 constructed townhomes. (completed Jan 2024). The garage loft (Unit 1) rents for $1500/mo.  2400 sq ft multi-use space including 1 BR/1 BA, kitchen, dining, laundry set up (w/ washer/dryer), & HUGE upstairs loft room overlooking the open garage space housing 10' drive-thru garage doors, perfect for pulling in large vehicles. Has its own entrance. Two of the condos are 1,300 sq ft ea (2 BR/2 FULL BA). Lower level has 1 BR/1 BA, kitchen, LR. Upstairs has 1 BR/1 BA, LR, & office/loft, complete with high ceilings! Entry to these 2 condos is through main foyer adding extra security & direct access to a shared laundry room. Owner put $30k into the start of an RV Park, including clearing of trees & grade work for 7 spots (4 spots approved for septic, water, & electric & 3 more spots for water & electric only). 2nd septic tank already installed under ground in TDEC approved septic field for RV's (buyer will be responsible for completion of running water/electric to the spots and connecting to septic field). Separate water/electric meter installed for lots as well (building has its own meters for townhomes). On back of building, two 50 amp plugs can power 2 RVs currently. NETN average monthly RV rates are $250-$500 per month (all inclusive=water/sewer/cable) on gravel. NETN average nightly RV rates are $70-$90 per night (all inclusive) on gravel. Concrete pads get more. Electric/water without sewer get less. Conservative estimate is additional $15K/yr GI & $12K/yr NOI for monthly RV rentals when done.",Multi Family
TN,FOR_SALE,2.0,2.0,405000,2024,13070.0,0.49,"Discover comfortable living in this charming 3 bedroom, 2 bath condo. Perfect for those looking to downsize, this one level condo offers easy access and includes handicap-accessible features, ensuring comfort and convenience for all phases of life. This home features an open floor plan, hardwood flooring and tile throughout, quartz countertops, stainless appliances, natural gas heating and fireplace, and a tankless water heater. Attached 2 car garage. Situated close to the heart of historic Jonesborough, this property offers the perfect balance of tranquility and accessibility. Essentials are just a short distance with Food City 1 mile and Lincoln Park 1.5 miles away. Whether you're settling down for retirement or simply seeking a peaceful, maintenance free living environment, this property promises to be a place you'll love to call home. Buyer or buyer's agent to verify all info. Taxes not assessed yet. Estimated completion date is Sept. 2024. $250 transfer fee.",Multi Family
TN,FOR_SALE,2.0,2.0,405000,2024,13070.0,0.49,"Discover comfortable living in this charming 3 bedroom, 2 bath condo. Perfect for those looking to downsize, this one level condo offers easy access and includes handicap-accessible features, ensuring comfort and convenience for all phases of life. This home features an open floor plan, hardwood flooring and tile throughout, quartz countertops, stainless appliances, natural gas heating and fireplace, and a tankless water heater. Attached 2 car garage. Situated close to the heart of historic Jonesborough, this property offers the perfect balance of tranquility and accessibility. Essentials are just a short distance with Food City 1 mile and Lincoln Park 1.5 miles away. Whether you're settling down for retirement or simply seeking a peaceful, maintenance free living environment, this property promises to be a place you'll love to call home. Buyer or buyer's agent to verify all info. Taxes not assessed yet. Estimated completion date is Sept. 2024. $250 transfer fee.",Multi Family
TN,FOR_SALE,2.0,2.0,405000,2024,0.0,0.49,"Discover comfortable living in this charming 2 bedroom, 2 bath condo. Perfect for those looking to downsize, this one level condo offers easy access and includes handicap-accessible features, ensuring comfort and convenience for all phases of life. This home features an open floor plan, hardwood flooring and tile, custom tile shower, granite countertops, and stainless appliances. Attached 2 car garage. Situated in Gray, just minutes to I-26 with easy access to all of the Tri-Cities. Whether you're settling down for retirement or simply seeking a peaceful, maintenance free living environment, this property promises to be a place you'll love to call home. Buyer or buyer's agent to verify all info. Taxes not assessed yet. Estimated completion date is October 2024. $300 transfer fee. (1371R)",Multi Family
TN,FOR_SALE,2.0,2.0,405000,2024,13070.0,0.49,"Discover comfortable living in this charming 3 bedroom, 2 bath condo. Perfect for those looking to downsize, this one level condo offers easy access and includes handicap-accessible features, ensuring comfort and convenience for all phases of life. This home features an open floor plan, hardwood flooring and tile throughout, quartz countertops, stainless appliances, natural gas heating and fireplace, and a tankless water heater. Attached 2 car garage. Situated close to the heart of historic Jonesborough, this property offers the perfect balance of tranquility and accessibility. Essentials are just a short distance with Food City 1 mile and Lincoln Park 1.5 miles away. Whether you're settling down for retirement or simply seeking a peaceful, maintenance free living environment, this property promises to be a place you'll love to call home. Buyer or buyer's agent to verify all info. Taxes not assessed yet. Estimated completion date is Sept. 2024. $250 transfer fee.",Multi Family
TN,FOR_SALE,6.0,6.0,3699000,2025,7000.0,0.5700000000000001,"Owner occupied AirBnb eligible. 4-story, 5 unit building in West End. Top floor Penthouse unit features 3 beds 3.5 baths, an open floor plan, primary bedroom with en-suite bath, 2 walk-in closets and a rooftop with a view. Units 1-4 feature an average of 830 sq ft each. Living/Kitchen/Dining. Commercial style elevator. Minutes to downtown Nashville, Centennial Park, The Parthenon, shopping, and more!",Multi Family
TN,FOR_SALE,,,0,2024,0.0,0.53,"Coming to Clarksville, TN in 2025. Smith Douglas Homes is proud to offer an unbeatable opportunity to build your dream townhome in the community of Sango within Clarksville, TN. Wilson Meadows is located less than 4 miles to I-24, approximately 15 minutes to downtown Clarksville, offering quaint dining options and family entertainment. Wilson Meadows will offer 152 townhomes at completion, with four spacious floorplans to choose from, 2 car garages, and modern, low maintenance living. Request more information now to join our VIP interest list and stay up to date on important updates!",Multi Family
TN,FOR_SALE,12.0,12.0,2499000,2024,,0.5700000000000001,"WOW! OWN YOUR OWN NASHVILLE MONEY MAKER BUILDING in the ""HOT NATIONS AREA""! This building includes 4 (Four Units - A,B,C,D) Fully Leased Luxury Townhomes with Rooftop Patios. Each Unit features is 1684sf - 3 Bedrooms w/private bath, Gourmet Kitchen w/ SS Appliances, Real Hardwood Floors, Tile and Carpet, One Car Garage and additional Parking Spaces. Great for Roommates! This Amazing location has a neighborhood feel and units are walkable to unique shops, dining, brewery, businesses, pocket parks as well offers Quick Access to Downtown Nashville and All Major roads including I-40, Briley Parkway, 440 Loop, I-24 and I-65! All leases are for one year with expected rent increases in 2025. Tenants pay all utilities except trash. This property is ready to go and can close quickly! We welcome 1031 Exchanges; Cash Offers or Financed Offers! Want to purchase the Entire Complex? There is an additional Building with 2 units, fully leased for $1,300,000. See MLS 2757149 for more details. Please DO NOT ENGAGE TENANTS. Call Agents for more information and a showing!",Multi Family
TN,FOR_SALE,12.0,12.0,3295000,2018,,0.5700000000000001,"NOW AVAILABLE!! 5 unit luxury complex, all units FULLY FURNISHED!! Each unit features 3 bedroom, 3.5 bath 1950 square foot floorplan that is fully furnished. All furniture pictured is current. The kitchens have granite countertops, stainless steel appliances, pots, pans, plates, all kitchen utensils, appliances included with a washer and dryer as well. All tile bathrooms, showers with double vanity sinks. Each townhome has a two-car garage and is located conveniently to downtown Nashville. Property currently with STR permits but can utilized as a long-term rental as well.  This is a turnkey property that is ready to go.",Multi Family
TN,FOR_SALE,2.0,2.0,995900,2024,0.0,0.49,"New Quadraplex  conveniently located in desired area. Each townhome offers spacious layout with two bedroom, one and half bathroom, granite countertops, stainless steel appliances. Washer/Dryer conveniently located on the main level as well as pantry. Located just minutes away from shopping, restaurants and more. 
1 additional  Quadraplex is available- call for more details.
Owner/Agent",Multi Family
TN,FOR_SALE,2.0,2.0,405000,2024,0.0,0.49,"Discover comfortable living in this charming 2 bedroom, 2 bath condo. Perfect for those looking to downsize, this one level condo offers easy access and includes handicap-accessible features, ensuring comfort and convenience for all phases of life. This home features an open floor plan, hardwood flooring and tile, custom tile shower, granite countertops, and stainless appliances. Attached 2 car garage. Situated in Gray, just minutes to I-26 with easy access to all of the Tri-Cities. Whether you're settling down for retirement or simply seeking a peaceful, maintenance free living environment, this property promises to be a place you'll love to call home. Buyer or buyer's agent to verify all info. Taxes not assessed yet. Estimated completion date is October 2024. $300 transfer fee. (1369R)",Multi Family
TN,FOR_SALE,8.0,8.0,1434979,2024,,0.53,This building of 7 units is part of a 5 building project to include 35 units that can be purchased in its entirety.,Multi Family
TN,FOR_SALE,,0.0,368000,2021,,0.4,"If you're seeking a smart investment or a hassle-free source of passive income, look no further. This well-maintained duplex presents an excellent opportunity with both units currently occupied and under existing rental agreements. Each unit within this duplex offers 2 bedrooms and 2 bathrooms, providing comfortable and spacious living for tenants. These well-designed layouts ensure tenant satisfaction and long-term occupancy. Located in a desirable area with easy access to essential amenities and transportation options. Don't miss out on this chance to secure a reliable source of passive income",Multi Family
TN,FOR_SALE,,0.0,349995,2024,24300.0,0.75,"New Construction duplex with hardie board siding. 2 Bedroom/2 bath in each unit. Open floor-plan with white cabinets and granite countertops throughout each unit. Stainless steel appliances to include stove/oven, dishwasher, microwave and refrigerator. Tile in laundry-room and bathrooms, luxury vinyl plank flooring throughout rest of unit., separate laundry-room with covered front porch. This will be a great rental property for a investor.",Multi Family
TN,FOR_SALE,6.0,6.0,600000,2025,17859.0,0.53,"Incredible opportunity to own a stunning new construction 2 bedroom and 2.5 bathroom triplex whether you're an investor looking for a lucrative addition to your portfolio or a homebuyer seeking a versatile living arrangement. Conveniently located close to APSU, Ft Campbell & Downtown Clarksville. Trice Landing Boat Ramp & Park. (Sample pics and video from our project at 156 Excell Rd. Tours can be scheduled with an acceptable offer. Construction to begin once all 4 bldgs are under contract as presolds)",Multi Family
TN,FOR_SALE,2.0,2.0,405000,2024,0.0,0.49,"Discover comfortable living in this charming 2 bedroom, 2 bath condo. Perfect for those looking to downsize, this one level condo offers easy access and includes handicap-accessible features, ensuring comfort and convenience for all phases of life. This home features an open floor plan, hardwood flooring and tile, custom tile shower, granite countertops, and stainless appliances. Attached 2 car garage. Situated in Gray, just minutes to I-26 with easy access to all of the Tri-Cities. Whether you're settling down for retirement or simply seeking a peaceful, maintenance free living environment, this property promises to be a place you'll love to call home. Buyer or buyer's agent to verify all info. Taxes not assessed yet. Estimated completion date is October 2024. $300 transfer fee. (1370R)",Multi Family
TN,FOR_SALE,2.0,2.0,405000,2024,0.0,0.49,"Discover comfortable living in this charming 2 bedroom, 2 bath condo. Perfect for those looking to downsize, this one level condo offers easy access and includes handicap-accessible features, ensuring comfort and convenience for all phases of life. This home features an open floor plan, hardwood flooring and tile, custom tile shower, granite countertops, and stainless appliances. Attached 2 car garage. Situated in Gray, just minutes to I-26 with easy access to all of the Tri-Cities. Whether you're settling down for retirement or simply seeking a peaceful, maintenance free living environment, this property promises to be a place you'll love to call home. Buyer or buyer's agent to verify all info. Taxes not assessed yet. Estimated completion date is October 2024. $300 transfer fee. (1372R)",Multi Family
TN,FOR_SALE,,,599900,2018,24616.0,0.42,"Welcome to this immaculately maintained fourplex nestled in the heart of downtown Livingston, offering a blend of comfort, convenience, and contemporary living. Each unit features an open concept 2 bedrooms and 1.5 bathroom, complete with stainless steel appliances that accentuate modernity and functionality. The thoughtful floor plan maximizes space and flow, ensuring a comfortable living experience for residents. Step outside onto the private back deck, perfect for relaxing or entertaining guests. Convenience is key with dedicated laundry rooms in every unit, making chores a breeze. All units are currently rented, underscoring the property's appeal and investment potential. Residents enjoy the ease of open parking on-site, adding to the property's practicality. Located in a prime downtown location, this fourplex offers proximity to shops, dining, and entertainment, promising a vibrant urban lifestyle. All Tenants sign renewed 1 year leases in July.  Schedule your showing today!",Multi Family
TN,FOR_SALE,6.0,4.0,599900,2024,42350.0,0.5700000000000001,"High-quality construction by reputable local builder, Polston and Polston. This beautiful, BRAND-NEW all-brick duplex sits on over an acre and is ready to generate income for you. Smart and efficient use of space with 9-ft ceilings, crisp kitchens and craftsman trim details your tenants will love. Very convenient to Rivergate Mall and restaurants, or quickly hop on I-65 or Gallatin Pike for Nashville access. Appliances are new with stainless finishes and are included for both units. Ready to go - excellent investment opportunity!",Multi Family
TN,FOR_SALE,8.0,8.0,1300000,2020,,0.5700000000000001,"**Commercial Zoning** Bring offers, seller is motivated and ready to sell! Incredible opportunity and price point for TWO versatile pieces of real estate! Situated in the heart of the coveted Nations neighborhood and commercially zoned, these 4 BR, 4.5 BA homes offer non-owner occupied short-term rental (NOO STR), owner occupant, long term rental, and/or live-work potential. Walkability is fantastic as well, as there are a multitude of nearby popular restaurants, shops, and entertainment venues (the acclaimed 14TENN wedding/entertainment space is on the same street!). Not to mention, a quick 10-12 minute car ride to downtown Nashville! No HOA/HOA fee. Some fresh paint. Take advantage of this opportunity before it's gone!",Multi Family
